0.803921568627451	0.788235294117647	0.788235294117647
0	0	1
0.529411764705882	0.807843137254902	0.980392156862745
0	1	1
0	1	0.498039215686275
0	1	0
0.498039215686275	1	0
0.752941176470588	1	0.243137254901961
1	1	0
1	0.647058823529412	0
1	0.549019607843137	0
1	0	0
1	0	1
0.933333333333333	0.509803921568627	0.933333333333333
1	0.894117647058824	0.882352941176471
1	0.972549019607843	0.862745098039216
